日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-08-14,11:25:00,股票,吉视传媒(601929.XSHG),卖,市价单,-49800股,3.7,-184260,-49800股,-,36852,239.54,全部成交,2025-08-14 11:25:00
2025-08-15,09:31:48,股票,腾龙股份(603158.XSHG),买,市价单,16400股,11.24,184336,16400股,-,0,55.3,全部成交,2025-08-15 09:31:48
2025-08-15,14:50:00,股票,多伦科技(603528.XSHG),卖,市价单,-14100股,10.17,-143397,-14100股,-,-8883,186.42,全部成交,2025-08-15 14:50:00
2025-08-18,09:30:09,股票,奥海科技(002993.XSHE),买,市价单,2600股,54.8,142480,2600股,-,0,42.74,全部成交,2025-08-18 09:30:09
2025-08-18,14:50:00,股票,腾龙股份(603158.XSHG),卖,市价单,-16400股,11.76,-192864,-16400股,-,8528,250.72,全部成交,2025-08-18 14:50:00
2025-08-19,14:50:00,股票,奥海科技(002993.XSHE),卖,市价单,-2600股,51.19,-133094,-2600股,-,-9386,173.02,全部成交,2025-08-19 14:50:00
2025-08-20,09:30:18,股票,南方精工(002553.XSHE),买,市价单,4900股,32.99,161651,4900股,-,0,48.5,全部成交,2025-08-20 09:30:18
2025-08-20,09:30:30,股票,全柴动力(600218.XSHG),买,市价单,15000股,10.95,164250,15000股,-,0,49.28,全部成交,2025-08-20 09:30:30
2025-08-21,14:50:00,股票,南方精工(002553.XSHE),卖,市价单,-4900股,32.54,-159446,-4900股,-,-2205,207.28,全部成交,2025-08-21 14:50:00
2025-08-21,14:50:00,股票,全柴动力(600218.XSHG),卖,市价单,-15000股,10.18,-152700,-15000股,-,-11550,198.51,全部成交,2025-08-21 14:50:00
2025-08-22,09:37:29,股票,华光环能(600475.XSHG),买,市价单,6000股,25.92,155520,6000股,-,0,46.66,全部成交,2025-08-22 09:37:29
2025-08-25,09:30:36,股票,和而泰(002402.XSHE),买,市价单,3900股,39.73,154947,3900股,-,0,46.48,全部成交,2025-08-25 09:30:36
2025-08-25,14:50:00,股票,华光环能(600475.XSHG),卖,市价单,-6000股,23.91,-143460,-6000股,-,-12060,186.5,全部成交,2025-08-25 14:50:00
2025-08-26,11:25:00,股票,和而泰(002402.XSHE),卖,市价单,-3900股,40.93,-159627,-3900股,-,4680,207.52,全部成交,2025-08-26 11:25:00
2025-08-28,09:42:25,股票,国光连锁(605188.XSHG),买,市价单,8200股,18.49,151618,8200股,-,0,45.49,全部成交,2025-08-28 09:42:25
2025-08-29,11:25:00,股票,国光连锁(605188.XSHG),卖,市价单,-8200股,19.5,-159900,-8200股,-,8282,207.87,全部成交,2025-08-29 11:25:00
2025-09-01,09:30:02,股票,德新科技(603032.XSHG),买,市价单,6900股,22.62,156078,6900股,-,0,46.82,全部成交,2025-09-01 09:30:02
2025-09-02,09:32:20,股票,上海电力(600021.XSHG),买,市价单,8400股,18.49,155316,8400股,-,0,46.59,全部成交,2025-09-02 09:32:20
2025-09-03,11:25:00,股票,德新科技(603032.XSHG),卖,市价单,-6900股,25.85,-178365,-6900股,-,22287,231.87,全部成交,2025-09-03 11:25:00
2025-09-03,11:25:00,股票,上海电力(600021.XSHG),卖,市价单,-8400股,18.72,-157248,-8400股,-,1932,204.42,全部成交,2025-09-03 11:25:00
2025-09-05,09:31:24,股票,通润装备(002150.XSHE),买,市价单,9600股,17.41,167136,9600股,-,0,50.14,全部成交,2025-09-05 09:31:24
2025-09-08,09:55:42,股票,天赐材料(002709.XSHE),买,市价单,6000股,27.97,167820,6000股,-,0,50.35,全部成交,2025-09-08 09:55:42
2025-09-08,11:25:00,股票,通润装备(002150.XSHE),卖,市价单,-9600股,18.07,-173472,-9600股,-,6336,225.51,全部成交,2025-09-08 11:25:00
2025-09-09,09:40:26,股票,泰禾智能(603656.XSHG),买,市价单,7400股,23.41,173234,7400股,-,0,51.97,全部成交,2025-09-09 09:40:26
2025-09-09,11:25:00,股票,天赐材料(002709.XSHE),卖,市价单,-6000股,29.72,-178320,-6000股,-,10500,231.82,全部成交,2025-09-09 11:25:00
2025-09-10,14:50:00,股票,泰禾智能(603656.XSHG),卖,市价单,-7400股,22.28,-164872,-7400股,-,-8362,214.33,全部成交,2025-09-10 14:50:00
2025-09-12,09:32:11,股票,景旺电子(603228.XSHG),买,市价单,2400股,68.93,165432,2400股,-,0,49.63,全部成交,2025-09-12 09:32:11
2025-09-15,09:31:56,股票,首开股份(600376.XSHG),买,市价单,29700股,6.01,178497,29700股,-,0,53.55,全部成交,2025-09-15 09:31:56
2025-09-15,11:25:00,股票,景旺电子(603228.XSHG),卖,市价单,-2400股,69.98,-167952,-2400股,-,2520,218.34,全部成交,2025-09-15 11:25:00
2025-09-16,09:40:51,股票,华建集团(600629.XSHG),买,市价单,8800股,18.85,165880,8800股,-,0,49.76,全部成交,2025-09-16 09:40:51
2025-09-17,11:25:00,股票,首开股份(600376.XSHG),卖,市价单,-29700股,7.26,-215622,-29700股,-,37125,280.31,全部成交,2025-09-17 11:25:00
2025-09-17,14:50:00,股票,华建集团(600629.XSHG),卖,市价单,-8800股,18.25,-160600,-8800股,-,-5280,208.78,全部成交,2025-09-17 14:50:00
2025-09-18,09:30:11,股票,亚普股份(603013.XSHG),买,市价单,6200股,30.29,187798,6200股,-,0,56.34,全部成交,2025-09-18 09:30:11
2025-09-18,09:31:15,股票,山子高科(000981.XSHE),买,市价单,46900股,4.04,189476,46900股,-,0,56.84,全部成交,2025-09-18 09:31:15
2025-09-19,14:50:00,股票,亚普股份(603013.XSHG),卖,市价单,-6200股,27.62,-171244,-6200股,-,-16554,222.62,全部成交,2025-09-19 14:50:00
2025-09-19,14:50:00,股票,山子高科(000981.XSHE),卖,市价单,-46900股,3.75,-175875,-46900股,-,-13601,228.64,全部成交,2025-09-19 14:50:00
2025-09-22,09:30:04,股票,红豆股份(600400.XSHG),买,市价单,47700股,3.63,173151,47700股,-,0,51.95,全部成交,2025-09-22 09:30:04
2025-09-22,09:30:57,股票,云南旅游(002059.XSHE),买,市价单,21500股,8.05,173075,21500股,-,0,51.92,全部成交,2025-09-22 09:30:57
2025-09-23,11:25:00,股票,红豆股份(600400.XSHG),卖,市价单,-47700股,3.9,-186030,-47700股,-,12879,241.84,全部成交,2025-09-23 11:25:00
2025-09-23,14:50:00,股票,云南旅游(002059.XSHE),卖,市价单,-21500股,7.28,-156520,-21500股,-,-16555,203.48,全部成交,2025-09-23 14:50:00
2025-09-24,09:30:49,股票,立昂微(605358.XSHG),买,市价单,5100股,32.99,168249,5100股,-,0,50.47,全部成交,2025-09-24 09:30:49
2025-09-25,09:30:51,股票,宏盛股份(603090.XSHG),买,市价单,3000股,57.18,171540,3000股,-,0,51.46,全部成交,2025-09-25 09:30:51
2025-09-26,11:25:00,股票,宏盛股份(603090.XSHG),卖,市价单,-3000股,58.61,-175830,-3000股,-,4290,228.58,全部成交,2025-09-26 11:25:00
2025-09-26,14:50:00,股票,立昂微(605358.XSHG),卖,市价单,-5100股,32.71,-166821,-5100股,-,-1428,216.87,全部成交,2025-09-26 14:50:00
2025-09-29,09:30:09,股票,天际股份(002759.XSHE),买,市价单,9600股,17.93,172128,9600股,-,0,51.64,全部成交,2025-09-29 09:30:09
2025-09-29,09:33:13,股票,华建集团(600629.XSHG),买,市价单,6600股,26.06,171996,6600股,-,0,51.6,全部成交,2025-09-29 09:33:13
2025-10-09,11:25:00,股票,华建集团(600629.XSHG),卖,市价单,-6600股,28.4,-187440,-6600股,-,15444,243.67,全部成交,2025-10-09 11:25:00
2025-10-10,09:30:26,股票,澄星股份(600078.XSHG),买,市价单,23000股,8.15,187450,23000股,-,0,56.23,全部成交,2025-10-10 09:30:26
2025-10-10,11:25:00,股票,天际股份(002759.XSHE),卖,市价单,-9600股,19.76,-189696,-9600股,-,17568,246.6,全部成交,2025-10-10 11:25:00
2025-10-13,09:31:47,股票,科新发展(600234.XSHG),买,市价单,16600股,11.4,189240,16600股,-,0,56.77,全部成交,2025-10-13 09:31:47
2025-10-14,11:25:00,股票,科新发展(600234.XSHG),卖,市价单,-16600股,11.98,-198868,-16600股,-,9628,258.53,全部成交,2025-10-14 11:25:00
2025-10-15,09:32:59,股票,耀皮玻璃(600819.XSHG),买,市价单,22100股,8.99,198679,22100股,-,0,59.6,全部成交,2025-10-15 09:32:59
2025-10-15,14:50:00,股票,澄星股份(600078.XSHG),卖,市价单,-23000股,8.97,-206310,-23000股,-,18860,268.2,全部成交,2025-10-15 14:50:00
2025-10-16,09:30:33,股票,通达股份(002560.XSHE),买,市价单,22700股,9.09,206343,22700股,-,0,61.9,全部成交,2025-10-16 09:30:33
2025-10-16,14:50:00,股票,耀皮玻璃(600819.XSHG),卖,市价单,-22100股,8.66,-191386,-22100股,-,-7293,248.8,全部成交,2025-10-16 14:50:00
2025-10-17,09:30:02,股票,大有能源(600403.XSHG),买,市价单,29100股,6.55,190605,29100股,-,0,57.18,全部成交,2025-10-17 09:30:02
2025-10-17,14:50:00,股票,通达股份(002560.XSHE),卖,市价单,-22700股,8.45,-191815,-22700股,-,-14528,249.36,全部成交,2025-10-17 14:50:00
2025-10-22,09:30:06,股票,茂化实华(000637.XSHE),买,市价单,37000股,5.18,191660,37000股,-,0,57.5,全部成交,2025-10-22 09:30:06
2025-10-23,14:50:00,股票,茂化实华(000637.XSHE),卖,市价单,-37000股,4.68,-173160,-37000股,-,-18500,225.11,全部成交,2025-10-23 14:50:00
2025-10-24,11:25:00,股票,大有能源(600403.XSHG),卖,市价单,-29100股,8.97,-261027,-29100股,-,70422,339.34,全部成交,2025-10-24 11:25:00
2025-10-28,09:30:30,股票,安泰科技(000969.XSHE),买,市价单,9400股,22.94,215636,9400股,-,0,64.69,全部成交,2025-10-28 09:30:30
2025-10-28,09:30:39,股票,青岛双星(000599.XSHE),买,市价单,28600股,7.61,217646,28600股,-,0,65.29,全部成交,2025-10-28 09:30:39
2025-10-29,11:25:00,股票,安泰科技(000969.XSHE),卖,市价单,-9400股,23.42,-220148,-9400股,-,4512,286.19,全部成交,2025-10-29 11:25:00
2025-10-29,14:50:00,股票,青岛双星(000599.XSHE),卖,市价单,-28600股,7.05,-201630,-28600股,-,-16016,262.12,全部成交,2025-10-29 14:50:00
2025-10-30,09:30:13,股票,京投发展(600683.XSHG),买,市价单,38400股,5.48,210432,38400股,-,0,63.13,全部成交,2025-10-30 09:30:13
2025-10-30,09:31:18,股票,通润装备(002150.XSHE),买,市价单,9900股,21.27,210573,9900股,-,0,63.17,全部成交,2025-10-30 09:31:18
2025-10-31,14:50:00,股票,京投发展(600683.XSHG),卖,市价单,-38400股,5.65,-216960,-38400股,-,6528,282.05,全部成交,2025-10-31 14:50:00
2025-10-31,14:50:00,股票,通润装备(002150.XSHE),卖,市价单,-9900股,20.05,-198495,-9900股,-,-12078,258.04,全部成交,2025-10-31 14:50:00
2025-11-03,09:30:33,股票,平潭发展(000592.XSHE),买,市价单,26800股,7.75,207700,26800股,-,0,62.31,全部成交,2025-11-03 09:30:33
2025-11-03,09:40:07,股票,利通电子(603629.XSHG),买,市价单,7000股,29.45,206150,7000股,-,0,61.84,全部成交,2025-11-03 09:40:07
2025-11-04,14:50:00,股票,利通电子(603629.XSHG),卖,市价单,-7000股,29.22,-204540,-7000股,-,-1610,265.9,全部成交,2025-11-04 14:50:00
2025-11-05,09:30:09,股票,海马汽车(000572.XSHE),买,市价单,23400股,8.78,205452,23400股,-,0,61.64,全部成交,2025-11-05 09:30:09
2025-11-05,11:25:00,股票,平潭发展(000592.XSHE),卖,市价单,-26800股,9.27,-248436,-26800股,-,40736,322.97,全部成交,2025-11-05 11:25:00
2025-11-06,09:30:00,股票,常宝股份(002478.XSHE),买,市价单,30200股,8.22,248244,30200股,-,0,74.47,全部成交,2025-11-06 09:30:00
2025-11-06,14:50:00,股票,海马汽车(000572.XSHE),卖,市价单,-23400股,9.23,-215982,-23400股,-,10530,280.78,全部成交,2025-11-06 14:50:00
2025-11-07,09:30:56,股票,深圳新星(603978.XSHG),买,市价单,6100股,35.2,214720,6100股,-,0,64.42,全部成交,2025-11-07 09:30:56
2025-11-07,14:50:00,股票,常宝股份(002478.XSHE),卖,市价单,-30200股,8.49,-256398,-30200股,-,8154,333.32,全部成交,2025-11-07 14:50:00
2025-11-10,14:50:00,股票,深圳新星(603978.XSHG),卖,市价单,-6100股,35.1,-214110,-6100股,-,-610,278.34,全部成交,2025-11-10 14:50:00
2025-11-11,09:30:09,股票,浙江东日(600113.XSHG),买,市价单,4400股,53.27,234388,4400股,-,0,70.32,全部成交,2025-11-11 09:30:09
2025-11-12,09:30:12,股票,东百集团(600693.XSHG),买,市价单,26000股,9.08,236080,26000股,-,0,70.82,全部成交,2025-11-12 09:30:12
2025-11-13,11:25:00,股票,浙江东日(600113.XSHG),卖,市价单,-4400股,60.18,-264792,-4400股,-,30404,344.23,全部成交,2025-11-13 11:25:00
2025-11-14,09:30:03,股票,合金投资(000633.XSHE),买,市价单,32200股,8.2,264040,32200股,-,0,79.21,全部成交,2025-11-14 09:30:03
